"ensembl_gene_id","gene_name_WU","Gene.start..bp.","Gene.end..bp.","Length"
"ENSG00000108239","TBC1D12",94402504,94535930,133426
"ENSG00000108242","CYP2C18",94683729,94736190,52461
"ENSG00000108244","KRT23",40922696,40937634,14938
"ENSG00000108255","CRYBA1",29246863,29254494,7631
"ENSG00000108256","NUFIP2",29255839,29294148,38309
"ENSG00000108262","GIT1",29573469,29594054,20585
"ENSG00000108298","RPL19",39200283,39204732,4449
"ENSG00000108306","FBXL20",39252663,39402523,149860
"ENSG00000108309","RUNDC3A",44308413,44318670,10257
"ENSG00000108312","UBTF",44205033,44221626,16593
"ENSG00000108342","CSF3",40015361,40017813,2452
"ENSG00000108344","PSMD3",39980807,39997959,17152
"ENSG00000108349","CASC3",40140318,40172171,31853
"ENSG00000108352","RAPGEFL1",40177010,40195656,18646
"ENSG00000108370","RGS9",65100812,65227703,126891
"ENSG00000108375","RNF43",58352500,58417595,65095
"ENSG00000108379","WNT3",46762506,46833154,70648
"ENSG00000108381","ASPA",3472374,3503405,31031
"ENSG00000108384","RAD51C",58692573,58735611,43038
"ENSG00000108387","SEPT4",58520250,58540818,20568
"ENSG00000108389","MTMR4",58489529,58517905,28376
"ENSG00000108395","TRIM37",58982638,59106921,124283
"ENSG00000108405","P2RX1",3896592,3916476,19884
"ENSG00000108406","DHX40",59565558,59608345,42787
"ENSG00000108417","KRT37",41420753,41424523,3770
"ENSG00000108423","TUBD1",59859479,59892945,33466
"ENSG00000108424","KPNB1",47649476,47685505,36029
"ENSG00000108439","PNPO",47941506,47949308,7802
"ENSG00000108443","RPS6KB1",59893046,59950574,57528
"ENSG00000108448","TRIM16L",18697998,18736118,38120
"ENSG00000108465","CDK5RAP3",47967810,47981781,13971
"ENSG00000108468","CBX1",48070052,48101478,31426
"ENSG00000108469","RECQL5",75626845,75667189,40344
"ENSG00000108474","PIGL",16217191,16351797,134606
"ENSG00000108506","INTS2",61865367,61928016,62649
"ENSG00000108509","CAMTA2",4967992,4987675,19683
"ENSG00000108510","MED13",61942605,62065278,122673
"ENSG00000108511","HOXB6",48595751,48604992,9241
"ENSG00000108515","ENO3",4948092,4957131,9039
"ENSG00000108518","PFN1",4945652,4949061,3409
"ENSG00000108523","RNF167",4940008,4945222,5214
"ENSG00000108528","SLC25A11",4937130,4940053,2923
"ENSG00000108551","RASD1",17494437,17496395,1958
"ENSG00000108557","RAI1",17681458,17811453,129995
"ENSG00000108559","NUP88",5360963,5419676,58713
"ENSG00000108576","SLC6A4",30194319,30236002,41683
"ENSG00000108578","BLMH",30248203,30292056,43853
"ENSG00000108582","CPD",30378927,30469989,91062
"ENSG00000108587","GOSR1",30477362,30527592,50230
"ENSG00000108588","CCDC47",63745255,63776351,31096
"ENSG00000108590","MED31",6643311,6651634,8323
"ENSG00000108591","DRG2",18087892,18107970,20078
"ENSG00000108592","FTSJ3",63819433,63830012,10579
"ENSG00000108599","AKAP10",19904302,19978343,74041
"ENSG00000108602","ALDH3A1",19737984,19748943,10959
"ENSG00000108604","SMARCD2",63832081,63843065,10984
"ENSG00000108622","ICAM2",64002594,64020634,18040
"ENSG00000108639","SYNGR2",78168558,78173527,4969
"ENSG00000108641","B9D1",19334308,19378193,43885
"ENSG00000108651","UTP6",31860904,31901708,40804
"ENSG00000108654","DDX5",64499616,64508199,8583
"ENSG00000108666","C17orf75",32324565,32350023,25458
"ENSG00000108669","CYTH1",78674048,78782297,108249
"ENSG00000108671","PSMD11",32444379,32483319,38940
"ENSG00000108679","LGALS3BP",78971238,78979947,8709
"ENSG00000108684","ASIC2",33013087,34174964,1161877
"ENSG00000108691","CCL2",34255218,34257203,1985
"ENSG00000108759","KRT32",41459811,41467429,7618
"ENSG00000108771","DHX58",42101404,42112714,11310
"ENSG00000108773","KAT2A",42113111,42121367,8256
"ENSG00000108774","RAB5C",42124976,42155044,30068
"ENSG00000108784","NAGLU",42536241,42544449,8208
"ENSG00000108786","HSD17B1",42549214,42555213,5999
"ENSG00000108788","MLX",42567068,42573239,6171
"ENSG00000108797","CNTNAP1",42682531,42699993,17462
"ENSG00000108798","ABI3",49210411,49223225,12814
"ENSG00000108799","EZH1",42700275,42745049,44774
"ENSG00000108813","DLX4",49968970,49974959,5989
"ENSG00000108819","PPP1R9B",50133737,50150677,16940
"ENSG00000108821","COL1A1",50183289,50201632,18343
"ENSG00000108823","SGCA",50164214,50175928,11714
"ENSG00000108825","AARSD1",42950526,42980528,30002
"ENSG00000108826","MRPL27",50367857,50373207,5350
"ENSG00000108828","VAT1",43014607,43025123,10516
"ENSG00000108839","ALOX12",6996049,7010754,14705
"ENSG00000108840","HDAC5",44076746,44123702,46956
"ENSG00000108846","ABCC3",50634777,50692253,57476
"ENSG00000108848","LUC7L3",50719565,50756219,36654
"ENSG00000108849","PPY",43940804,43942468,1664
"ENSG00000108852","MPP2",43875357,43909711,34354
"ENSG00000108854","SMURF2",64542282,64662307,120025
"ENSG00000108878","CACNG1",67044554,67056797,12243
"ENSG00000108883","EFTUD2",44849948,44899445,49497
"ENSG00000108924","HLF",55264960,55325187,60227
"ENSG00000108932","SLC16A6",68267026,68291267,24241
"ENSG00000108946","PRKAR1A",68511780,68551319,39539
"ENSG00000108947","EFNB3",7705202,7711372,6170
"ENSG00000108950","FAM20A",68535113,68601367,66254
"ENSG00000108960","MMD",55392622,55421924,29302
"ENSG00000108961","RANGRF",8288654,8290092,1438
"ENSG00000108963","DPH1",2030110,2043430,13320
"ENSG00000108984","MAP2K6",69414697,69553865,139168
"ENSG00000109016","DHRS7B",21123364,21193265,69901
"ENSG00000109046","WSB1",27294076,27315926,21850
"ENSG00000109047","RCVRN",9896320,9905621,9301
"ENSG00000109061","MYH1",10492307,10518542,26235
"ENSG00000109062","SLC9A3R1",74748628,74769353,20725
"ENSG00000109063","MYH3",10628526,10657309,28783
"ENSG00000109065","NAT9",74770547,74776367,5820
"ENSG00000109066","TMEM104",74776483,74839779,63296
"ENSG00000109072","SEBOX",28367284,28373091,5807
"ENSG00000109079","TNFAIP1",28335602,28347009,11407
"ENSG00000109083","IFT20",28328325,28335489,7164
"ENSG00000109084","TMEM97",28319200,28328685,9485
"ENSG00000109089","CDR2L",74987632,75005800,18168
"ENSG00000109099","PMP22",15229777,15265326,35549
"ENSG00000109101","FOXN1",28506243,28538896,32653
"ENSG00000109103","UNC119",28546707,28552668,5961
"ENSG00000109107","ALDOC",28573115,28576948,3833
"ENSG00000109111","SUPT6H",28662198,28702679,40481
"ENSG00000109118","PHF12",28905250,28951771,46521
"ENSG00000109132","PHOX2B",41744082,41748970,4888
"ENSG00000109133","TMEM33",41935129,41960803,25674
"ENSG00000109158","GABRA4",46918900,46993581,74681
"ENSG00000109171","SLAIN2",48341529,48426201,84672
"ENSG00000109180","OCIAD1",48805212,48861817,56605
"ENSG00000109181","UGT2B10",68815994,68832023,16029
"ENSG00000109182","CWH43",48986275,49062081,75806
"ENSG00000109184","DCUN1D4",51843000,51916837,73837
"ENSG00000109189","USP46",52590960,52659301,68341
"ENSG00000109193","SULT1E1",69841212,69860145,18933
"ENSG00000109205","ODAM",70196496,70204576,8080
"ENSG00000109208","SMR3A",70360761,70367158,6397
"ENSG00000109220","CHIC2",54009789,54064605,54816
"ENSG00000109255","NMU",55595229,55636698,41469
"ENSG00000109265","KIAA1211",56049073,56328625,279552
"ENSG00000109272","PF4V1",73853296,73854483,1187
"ENSG00000109320","NFKB1",102501331,102617302,115971
"ENSG00000109321","AREG",74445136,74455005,9869
"ENSG00000109323","MANBA",102630770,102760994,130224
"ENSG00000109332","UBE2D3",102794383,102868896,74513
"ENSG00000109339","MAPK10",85990007,86594625,604618
"ENSG00000109381","ELF2",139028112,139177218,149106
"ENSG00000109424","UCP1",140559431,140568961,9530
"ENSG00000109436","TBC1D9",140620782,140756385,135603
"ENSG00000109445","ZNF330",141220887,141234697,13810
"ENSG00000109452","INPP4B",142023160,142847432,824272
"ENSG00000109458","GAB1",143336762,143474568,137806
"ENSG00000109466","KLHL2",165207561,165323156,115595
"ENSG00000109472","CPE",165361194,165498547,137353
"ENSG00000109501","WFS1",6269849,6303265,33416
"ENSG00000109511","ANXA10",168092515,168187690,95175
"ENSG00000109519","GRPEL1",7058895,7068064,9169
"ENSG00000109534","GAR1",109815510,109824740,9230
"ENSG00000109536","FRG1",189940870,189963202,22332
"ENSG00000109572","CLCN3",169612633,169723673,111040
"ENSG00000109576","AADAT",170060222,170091699,31477
"ENSG00000109586","GALNT7",173168811,173323967,155156
"ENSG00000109606","DHX15",24517441,24584554,67113
"ENSG00000109618","SEPSECS",25120014,25160449,40435
"ENSG00000109625","CPZ",8592660,8619759,27099
"ENSG00000109654","TRIM2",153152342,153339317,186975
"ENSG00000109667","SLC2A9",9771153,10054936,283783
"ENSG00000109670","FBXW7",152320544,152536092,215548
"ENSG00000109674","NEIL3",177309874,177362936,53062
"ENSG00000109680","TBC1D19",26576437,26756223,179786
"ENSG00000109684","CLNK",10486395,10684768,198373
"ENSG00000109685","WHSC1",1871393,1982207,110814
"ENSG00000109686","SH3D19",151102751,151325632,222881
"ENSG00000109689","STIM2",26857601,27025381,167780
"ENSG00000109705","NKX3-2",13540830,13545050,4220
"ENSG00000109736","MFSD10",2930561,2934834,4273
"ENSG00000109738","GLRB",157076125,157172090,95965
"ENSG00000109743","BST1",15703065,15738313,35248
"ENSG00000109756","RAPGEF2",159103013,159360174,257161
"ENSG00000109758","HGFAC",3441887,3449495,7608
"ENSG00000109762","SNX25",185204237,185370185,165948
"ENSG00000109771","LRP2BP",185363879,185395899,32020
"ENSG00000109775","UFSP2",185399537,185425979,26442
"ENSG00000109787","KLF3",38664197,38701517,37320
"ENSG00000109790","KLHL5",39045039,39126857,81818
"ENSG00000109794","FAM149A",186104419,186172667,68248
"ENSG00000109805","NCAPG",17810979,17844865,33886
"ENSG00000109814","UGDH",39498755,39528311,29556
"ENSG00000109819","PPARGC1A",23755041,23904089,149048
"ENSG00000109832","DDX25",125903348,125943702,40354
"ENSG00000109846","CRYAB",111908619,111923722,15103
"ENSG00000109851","DBX1",20156155,20160613,4458
"ENSG00000109854","HTATIP2",20363685,20383783,20098
"ENSG00000109861","CTSC",88293592,88337761,44169
"ENSG00000109881","CCDC34",27330827,27363234,32407
"ENSG00000109906","ZBTB16",114059593,114250676,191083
"ENSG00000109911","ELP4",31509755,31790324,280569
"ENSG00000109917","ZNF259",116773799,116788039,14240
"ENSG00000109919","MTCH2",47617315,47642607,25292
"ENSG00000109920","FNBP4",47716517,47767443,50926
"ENSG00000109927","TECTA",121101173,121191493,90320
"ENSG00000109943","CRTAM",122838500,122872643,34143
"ENSG00000109944","C11orf63",122882528,122959798,77270
"ENSG00000109956","B3GAT1",134378504,134412242,33738
"ENSG00000109971","HSPA8",123057489,123063230,5741
"ENSG00000109991","P2RX3",57338374,57370600,32226
"ENSG00000110002","VWA5A",124115362,124147721,32359
"ENSG00000110011","DNAJC4",64230278,64234286,4008
"ENSG00000110013","SIAE",124633113,124695707,62594
"ENSG00000110025","SNX15",65027439,65040572,13133
"ENSG00000110031","LPXN",58526871,58578220,51349
"ENSG00000110042","DTX4",59171430,59208588,37158
"ENSG00000110046","ATG2A",64894546,64917211,22665
"ENSG00000110047","EHD1",64851642,64888296,36654
"ENSG00000110048","OSBP",59574398,59615774,41376
"ENSG00000110057","UNC93B1",67991100,68004982,13882
"ENSG00000110063","DCPS",126304060,126350005,45945
"ENSG00000110066","SUV420H1",68154863,68213828,58965
"ENSG00000110074","FOXRED1",126269055,126278131,9076
"ENSG00000110075","PPP6R3",68460731,68615334,154603
"ENSG00000110076","NRXN2",64606174,64723188,117014
"ENSG00000110080","ST3GAL4",126355640,126440344,84704
"ENSG00000110090","CPT1A",68754620,68844410,89790
"ENSG00000110092","CCND1",69641087,69654474,13387
"ENSG00000110104","CCDC86",60842113,60851081,8968
"ENSG00000110107","PRPF19",60890547,60906585,16038
"ENSG00000110148","CCKBR",6259806,6272127,12321
"ENSG00000110169","HPX",6431049,6442617,11568
"ENSG00000110171","TRIM3",6448613,6474459,25846
"ENSG00000110172","CHORDC1",90200429,90223077,22648
"ENSG00000110195","FOLR1",72189558,72196323,6765
"ENSG00000110203","FOLR3",72114869,72139892,25023
"ENSG00000110218","PANX1",94128841,94181968,53127
"ENSG00000110237","ARHGEF17",73308289,73369388,61099
"ENSG00000110243","APOA5",116789367,116792420,3053
"ENSG00000110244","APOA4",116820700,116823304,2604
"ENSG00000110274","CEP164",117314557,117413266,98709
"ENSG00000110318","KIAA1377",101915012,102001058,86046
"ENSG00000110321","EIF4G2",10797050,10808940,11890
"ENSG00000110324","IL10RA",117986348,118003037,16689
"ENSG00000110328","GALNTL4",11270877,11622005,351128
"ENSG00000110330","BIRC2",102347211,102378670,31459
"ENSG00000110344","UBE4A",118359585,118399211,39626
"ENSG00000110367","DDX6",118747763,118791164,43401
"ENSG00000110375","UPK2",118925164,118958559,33395
"ENSG00000110395","CBL",119206276,119313926,107650
"ENSG00000110400","PVRL1",119623408,119729200,105792
"ENSG00000110422","HIPK3",33256672,33357023,100351
"ENSG00000110427","KIAA1549L",33376083,33674102,298019
"ENSG00000110429","FBXO3",33740939,33774543,33604
"ENSG00000110435","PDHX",34915829,35020591,104762
"ENSG00000110436","SLC1A2",35251205,35420063,168858
"ENSG00000110442","COMMD9",36269284,36289449,20165
"ENSG00000110446","SLC15A3",60937084,60952530,15446
"ENSG00000110448","CD5",61102489,61127852,25363
"ENSG00000110455","ACCS",44065925,44084222,18297
"ENSG00000110497","AMBRA1",46396414,46594125,197711
"ENSG00000110514","MADD",47269161,47330031,60870
"ENSG00000110583","NAA40",63938959,63957319,18360
"ENSG00000110619","CARS",3000922,3057613,56691
"ENSG00000110628","SLC22A18",2899721,2925246,25525
"ENSG00000110660","SLC35F2",107790991,107928293,137302
"ENSG00000110665","C11orf21",2295645,2303049,7404
"ENSG00000110675","ELMOD1",107591091,107666779,75688
"ENSG00000110680","CALCA",14966668,14972354,5686
"ENSG00000110693","SOX6",15966449,16739591,773142
"ENSG00000110696","C11orf58",16613132,16758340,145208
"ENSG00000110697","PITPNM1",67491768,67506263,14495
"ENSG00000110711","AIP",67483026,67491103,8077
"ENSG00000110713","NUP98",3671083,3797792,126709
"ENSG00000110717","NDUFS8",68030617,68036644,6027
"ENSG00000110719","TCIRG1",68039025,68050895,11870
"ENSG00000110721","CHKA",68052859,68121444,68585
"ENSG00000110723","EXPH5",108505435,108593768,88333
"ENSG00000110756","HPS5",18278668,18322198,43530
"ENSG00000110768","GTF2H1",18322295,18367045,44750
"ENSG00000110786","PTPN5",18727928,18792721,64793
"ENSG00000110799","VWF",5948874,6124770,175896
"ENSG00000110801","PSMD9",121888731,121918297,29566
"ENSG00000110811","LEPREL2",6828407,6839847,11440
"ENSG00000110841","PPFIBP1",27523431,27695564,172133
"ENSG00000110844","PRPF40B",49568218,49644666,76448
"ENSG00000110848","CD69",9752486,9760901,8415
"ENSG00000110851","PRDM4",107732871,107761272,28401
"ENSG00000110871","COQ5",120503279,120534434,31155
"ENSG00000110876","SELPLG",108622277,108633959,11682
"ENSG00000110880","CORO1C",108645109,108731596,86487
"ENSG00000110881","ASIC1",50057548,50083611,26063
"ENSG00000110887","DAO",108858932,108901043,42111
"ENSG00000110888","CAPRIN2",30709552,30754951,45399
"ENSG00000110900","TSPAN11",30926428,30996602,70174
"ENSG00000110906","KCTD10",109448655,109477359,28704
"ENSG00000110911","SLC11A2",50979401,51028566,49165
"ENSG00000110917","MLEC",120687149,120701859,14710
"ENSG00000110921","MVK",109573255,109598125,24870
"ENSG00000110925","CSRNP2",51061205,51083664,22459
"ENSG00000110931","CAMKK2",121237675,121298308,60633
"ENSG00000110934","BIN2",51281038,51324668,43630
"ENSG00000110944","IL23A",56334174,56340410,6236
"ENSG00000110955","ATP5B",56638175,56645984,7809
"ENSG00000110958","PTGES3",56663341,56688408,25067
"ENSG00000110975","SYT10",33374238,33439819,65581
"ENSG00000111011","RSRC2",122503454,122527000,23546
"ENSG00000111012","CYP27B1",57762334,57768986,6652
"ENSG00000111046","MYF6",80707634,80709474,1840
"ENSG00000111049","MYF5",80716912,80719671,2759
"ENSG00000111052","LIN7A",80792520,80937925,145405
"ENSG00000111057","KRT18",52948871,52952906,4035
"ENSG00000111058","ACSS3",80936414,81261210,324796
"ENSG00000111077","TENC1",53046969,53064372,17403
"ENSG00000111087","GLI1",57459785,57472268,12483
"ENSG00000111110","PPM1H",62643994,62935150,291156
"ENSG00000111142","METAP2",95473520,95515839,42319
"ENSG00000111144","LTA4H",96000753,96043520,42767
"ENSG00000111145","ELK3",96194375,96269824,75449
"ENSG00000111181","SLC6A12",190077,214570,24493
"ENSG00000111186","WNT5B",1529891,1647212,117321
"ENSG00000111196","MAGOHB",10604193,10613609,9416
"ENSG00000111199","TRPV4",109783085,109833401,50316
"ENSG00000111203","ITFG2",2812622,2859791,47169
"ENSG00000111206","FOXM1",2857681,2877155,19474
"ENSG00000111215","PRR4",10845849,10849475,3626
"ENSG00000111218","PRMT8",3381349,3593973,212624
"ENSG00000111224","PARP11",3791047,3873448,82401
"ENSG00000111231","GPN3",110452486,110469268,16782
"ENSG00000111241","FGF6",4428155,4445614,17459
"ENSG00000111247","RAD51AP1",4538798,4560048,21250
"ENSG00000111249","CUX2",111034165,111350554,316389
"ENSG00000111252","SH2B3",111405948,111451623,45675
"ENSG00000111254","AKAP3",4615508,4649051,33543
"ENSG00000111261","MANSC1",12326056,12350242,24186
"ENSG00000111262","KCNA1",4909905,4918256,8351
"ENSG00000111266","DUSP16",12474210,12562383,88173
"ENSG00000111269","CREBL2",12611827,12645108,33281
"ENSG00000111271","ACAD10",111686056,111757107,71051
"ENSG00000111275","ALDH2",111766887,111817532,50645
"ENSG00000111276","CDKN1B",12715058,12722369,7311
"ENSG00000111291","GPRC5D",12940775,12952147,11372
"ENSG00000111300","NAA25",112026689,112108796,82107
"ENSG00000111319","SCNN1A",6346843,6377730,30887
"ENSG00000111321","LTBR",6375045,6391571,16526
"ENSG00000111331","OAS3",112938444,112973251,34807
"ENSG00000111335","OAS2",112978395,113011723,33328
"ENSG00000111344","RASAL1",113098819,113136239,37420
"ENSG00000111348","ARHGDIB",14942031,14961728,19697
"ENSG00000111358","GTF2H3",123633739,123662604,28865
"ENSG00000111361","EIF2B1",123620406,123633766,13360
"ENSG00000111364","DDX55",123602077,123620943,18866
"ENSG00000111371","SLC38A1",46183063,46270017,86954
"ENSG00000111404","RERGL",18080869,18320107,239238
"ENSG00000111405","ENDOU",47709734,47725567,15833
"ENSG00000111424","VDR",47841537,47943048,101511
"ENSG00000111432","FZD10",130162459,130165740,3281
"ENSG00000111445","RFC5",118013588,118033130,19542
"ENSG00000111450","STX2",130789600,130839266,49666
"ENSG00000111452","GPR133",130953907,131141469,187562
"ENSG00000111490","TBC1D30",64780516,64881032,100516
"ENSG00000111530","CAND1",67269358,67319953,50595
"ENSG00000111537","IFNG",68154768,68159740,4972
