Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of release of cytochrome c from mitochondria (GO:0090199)	2/41	0.02174354882880048800419814369888626970350742340087890625	0.0840971863098644856204799680199357680976390838623046875	0.038507778035555446927151734826111351139843463897705078125	0.1548460915715457186792036736733280122280120849609375	-1.3594343366645754	5.204510305476433	HRK;IGF1
positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)	1/8	0.04355451225469590681438347701259772293269634246826171875	0.1251471807696366289608391753063187934458255767822265625	0.063172356769402693288384398329071700572967529296875	0.1932031836810705893725526038906536996364593505859375	-1.6595983943510477	5.200753141972828	IGF1
regulation of coagulation (GO:0050818)	1/11	0.059398200439566679886826960910184425301849842071533203125	0.1386870425009851803821447902009822428226470947265625	0.083338451838386118364354615550837479531764984130859375	0.2056403357051086178142185190154123120009899139404296875	-1.8417036916154224	5.200034440149879	FOXA2
regulation of mitochondrial depolarization (GO:0051900)	1/11	0.059398200439566679886826960910184425301849842071533203125	0.1386870425009851803821447902009822428226470947265625	0.083338451838386118364354615550837479531764984130859375	0.2056403357051086178142185190154123120009899139404296875	-1.84036039724476	5.196241660115552	BCL2
mitral valve morphogenesis (GO:0003183)	1/10	0.054146085152933169648559186271086218766868114471435546875	0.13492139251222690088383160400553606450557708740234375	0.076664657457296225828713431837968528270721435546875	0.2034537021049747929080098174381419084966182708740234375	-1.7795629718524142	5.189329491500713	ACVR1
regulation of necrotic cell death (GO:0010939)	1/14	0.07498176071637718820284135290421545505523681640625	0.154225001744104639467281003817333839833736419677734375	0.10307449869214292681451894395650015212595462799072265625	0.2200466826012039966986577610441599972546100616455078125	-2.001909446606977	5.18596721220532	UBB
positive regulation of interferon-gamma production (GO:0032729)	2/44	0.024816803045123576876296311866099131293594837188720703125	0.09177990420580982300347017144304118119180202484130859375	0.043528747123427337373247070217985310591757297515869140625	0.1687849378255345811350451867838273756206035614013671875	-1.402557316546229	5.184180479503664	CEBPG;EBI3
positive regulation of binding (GO:0051099)	3/82	0.010725040761456243465499227340842480771243572235107421875	0.0548890974997087166542542036040686070919036865234375	0.023588977207119825318937245128836366347968578338623046875	0.1171740044275233205706143735369550995528697967529296875	-1.1406315719691884	5.172962664255924	CEBPG;IGF1;NME1
protein methylation (GO:0006479)	2/47	0.0280559328003785919680712623858198639936745166778564453125	0.1012945792317706816820788162658573128283023834228515625	0.048778544969731128799761421532821259461343288421630859375	0.1821704873562439985779093376550008542835712432861328125	-1.4467300812313737	5.169969748854864	PRMT1;CALM1
myeloid cell activation involved in immune response (GO:0002275)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.142561027654894922900297160595073364675045013427734375	0.089964464681068445628397967084310948848724365234375	0.2094119239130536325177445178269408643245697021484375	-1.8854206057210408	5.164561939537525	FCER1G
regulation of protein import into nucleus, translocation (GO:0033158)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1488561275369461311957053339938283897936344146728515625	0.0965430348192064247125898646118002943694591522216796875	0.215169227163040710504304797723307274281978607177734375	-1.9324373709807559	5.143943004922578	IGF1
positive regulation of peptidase activity (GO:0010952)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1488561275369461311957053339938283897936344146728515625	0.0965430348192064247125898646118002943694591522216796875	0.215169227163040710504304797723307274281978607177734375	-1.9315379785527091	5.141548917818692	MAPK12
regulation of glycoprotein biosynthetic process (GO:0010559)	1/10	0.054146085152933169648559186271086218766868114471435546875	0.13492139251222690088383160400553606450557708740234375	0.076664657457296225828713431837968528270721435546875	0.2034537021049747929080098174381419084966182708740234375	-1.750897325010824	5.105738470052811	IGF1
positive regulation of interleukin-1 production (GO:0032732)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1488561275369461311957053339938283897936344146728515625	0.0965430348192064247125898646118002943694591522216796875	0.215169227163040710504304797723307274281978607177734375	-1.9175536843230137	5.104324212085998	SAA1
regulation of cellular response to heat (GO:1900034)	3/79	0.00969196319418405387302595244136682595126330852508544921875	0.051834902447046131424013282185114803723990917205810546875	0.0214793795664941396250657845712339621968567371368408203125	0.11258157565886584006165094251628033816814422607421875	-1.0990841882181877	5.095857977826362	YWHAE;HSPA1B;HSPA1A
relaxation of cardiac muscle (GO:0055119)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.142561027654894922900297160595073364675045013427734375	0.089964464681068445628397967084310948848724365234375	0.2094119239130536325177445178269408643245697021484375	-1.8578287559629294	5.088982083949979	RGS2
cellular response to low-density lipoprotein particle stimulus (GO:0071404)	1/14	0.07498176071637718820284135290421545505523681640625	0.154225001744104639467281003817333839833736419677734375	0.10307449869214292681451894395650015212595462799072265625	0.2200466826012039966986577610441599972546100616455078125	-1.961910686797514	5.0823500095129965	FCER1G
morphogenesis of an endothelium (GO:0003159)	1/7	0.038214735111986954108065361879198462702333927154541015625	0.1212659652822968003871295650242245756089687347412109375	0.05635316074966299770832023341426975093781948089599609375	0.19034845408775058483996645009028725326061248779296875	-1.5554587768356858	5.077848220971951	CSNK2B
response to peptide hormone (GO:0043434)	2/41	0.02174354882880048800419814369888626970350742340087890625	0.0840971863098644856204799680199357680976390838623046875	0.038507778035555446927151734826111351139843463897705078125	0.1548460915715457186792036736733280122280120849609375	-1.3242641060434281	5.069863252082998	IGF2;IGF1
negative regulation of transcription, DNA-templated (GO:0045892)	10/814	0.01510782484096454859889835375952316098846495151519775390625	0.067795153373489680515007194117060862481594085693359375	0.07391724903211728536778224452064023353159427642822265625	0.2034537021049747929080098174381419084966182708740234375	-1.2087522490565832	5.067745137451595	RING1;UBB;YWHAQ;CCDC85B;C1QBP;LEF1;IGF2;VHL;RBPJ;MDFI
positive regulation of dendritic cell chemotaxis (GO:2000510)	1/8	0.04355451225469590681438347701259772293269634246826171875	0.1251471807696366289608391753063187934458255767822265625	0.063172356769402693288384398329071700572967529296875	0.1932031836810705893725526038906536996364593505859375	-1.6162952410162217	5.065052232927606	C1QBP
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	3/81	0.01037388643791180287134778836843906901776790618896484375	0.054001052690499797004353155216449522413313388824462890625	0.0228737102495933826429297397453410667367279529571533203125	0.11706410632788533110471007603337056934833526611328125	-1.1078491782960036	5.061168589844588	IGF2;IGF1;HCST
regulation of mast cell activation (GO:0033003)	1/10	0.054146085152933169648559186271086218766868114471435546875	0.13492139251222690088383160400553606450557708740234375	0.076664657457296225828713431837968528270721435546875	0.2034537021049747929080098174381419084966182708740234375	-1.7325379002415209	5.052201109527063	PLSCR1
regulation of type I interferon production (GO:0032479)	3/86	0.01219815253544070769720075730901953647844493389129638671875	0.059810296302806049972833335459654335863888263702392578125	0.0265706532990656919823724280149690457619726657867431640625	0.125038368466191485151028928157757036387920379638671875	-1.145510179734385	5.04765712400173	RNF216;UBB;PIN1
regulation of interleukin-1 secretion (GO:0050704)	1/10	0.054146085152933169648559186271086218766868114471435546875	0.13492139251222690088383160400553606450557708740234375	0.076664657457296225828713431837968528270721435546875	0.2034537021049747929080098174381419084966182708740234375	-1.730724024672427	5.046911722113695	SAA1
cellular response to DNA damage stimulus (GO:0006974)	6/330	0.01027610351011684804156676165121098165400326251983642578125	0.05386095632888830697648785417186445556581020355224609375	0.03488894310893771166792731719397124834358692169189453125	0.1473088709044036714868042281523230485618114471435546875	-1.0986032485295876	5.029333303244047	H2AFX;BCL2;GRB2;IKBKG;WNT1;MAPK12
positive regulation of macromolecule metabolic process (GO:0010604)	5/277	0.0192021045477720926630826880909808096475899219512939453125	0.07805715960688740240325245167696266435086727142333984375	0.053569029463491187048607145015921560116112232208251953125	0.19034845408775058483996645009028725326061248779296875	-1.270119176735734	5.020445024598598	PLSCR1;LEF1;IGF1;HSPA1B;HSPA1A
regulation of dendritic cell chemotaxis (GO:2000508)	1/7	0.038214735111986954108065361879198462702333927154541015625	0.1212659652822968003871295650242245756089687347412109375	0.05635316074966299770832023341426975093781948089599609375	0.19034845408775058483996645009028725326061248779296875	-1.5370234548936732	5.0176654838140236	C1QBP
neutrophil activation (GO:0042119)	1/15	0.080119208152971299607969513090210966765880584716796875	0.16023841630594259921593902618042193353176116943359375	0.10955919039914223389597935920392046682536602020263671875	0.225956539222111507658752316274330951273441314697265625	-1.985218128705682	5.011166317348215	FCER1G
modification-dependent macromolecule catabolic process (GO:0043632)	1/13	0.0698158810277721697534758504843921400606632232666015625	0.1488561275369461311957053339938283897936344146728515625	0.0965430348192064247125898646118002943694591522216796875	0.215169227163040710504304797723307274281978607177734375	-1.8823162452925115	5.010525892547008	NEDD8
cellular response to interleukin-15 (GO:0071350)	1/14	0.07498176071637718820284135290421545505523681640625	0.154225001744104639467281003817333839833736419677734375	0.10307449869214292681451894395650015212595462799072265625	0.2200466826012039966986577610441599972546100616455078125	-1.9314482986298023	5.00343687659833	GRB2
positive regulation of cardiac muscle cell differentiation (GO:2000727)	1/11	0.059398200439566679886826960910184425301849842071533203125	0.1386870425009851803821447902009822428226470947265625	0.083338451838386118364354615550837479531764984130859375	0.2056403357051086178142185190154123120009899139404296875	-1.7695760478111013	4.996382661866072	IGF1
hepatocyte growth factor receptor signaling pathway (GO:0048012)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.142561027654894922900297160595073364675045013427734375	0.089964464681068445628397967084310948848724365234375	0.2094119239130536325177445178269408643245697021484375	-1.8195613422485726	4.98415962269438	RAC1
regulation of signal transduction (GO:0009966)	5/234	0.00987811487938913997119971810434435610659420490264892578125	0.0521344951967760150690622822367004118859767913818359375	0.0295413997596349793550718487722406280227005481719970703125	0.1328488983273525547712523575683007948100566864013671875	-1.079082746890105	4.982592918759755	ACVR1;PLSCR1;RGS2;PXN;CSK
negative regulation of protein exit from endoplasmic reticulum (GO:0070862)	1/10	0.054146085152933169648559186271086218766868114471435546875	0.13492139251222690088383160400553606450557708740234375	0.076664657457296225828713431837968528270721435546875	0.2034537021049747929080098174381419084966182708740234375	-1.707985312461665	4.98060405459057	UBE2G2
regulation of lipid kinase activity (GO:0043550)	1/12	0.06462141319356749791236183000364690087735652923583984375	0.142561027654894922900297160595073364675045013427734375	0.089964464681068445628397967084310948848724365234375	0.2094119239130536325177445178269408643245697021484375	-1.8149250723748707	4.971459908445745	RBL2
